epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32,layer33,layer34,layer35,layer36,layer37,layer38,layer39,layer40,layer41,layer42,layer43,layer44,layer45,layer46,layer47,layer48,layer49,layer50,layer51,layer52,layer53,layer54,layer55,layer56
197,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,6,1,1,0,6,0,86,1,508,1,1024,40,1024,719,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
198,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,5,1,1,0,5,0,68,1,464,1,1024,30,1024,673,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
199,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,4,1,1,0,5,0,56,1,426,1,1024,25,1024,625,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
200,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,4,1,1,0,5,0,44,1,392,1,1017,19,1024,575,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
201,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,4,1,1,0,4,0,43,1,385,1,1016,19,1024,570,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
202,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,4,1,1,0,4,0,41,1,382,1,1013,18,1024,565,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
203,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,4,1,1,0,4,0,41,1,378,1,1013,18,1024,562,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
204,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,4,1,1,0,4,0,39,1,374,1,1013,17,1024,560,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
205,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,39,1,371,1,1009,17,1024,553,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
206,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,37,1,365,1,1006,17,1024,547,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
207,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,37,1,363,1,1007,16,1024,544,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
208,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,36,1,362,1,1005,16,1024,539,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
209,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,35,1,359,1,1003,16,1024,539,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
210,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,35,1,354,1,998,17,1024,529,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
211,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,33,1,351,1,998,15,1024,527,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
212,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,32,1,348,1,994,14,1024,524,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
213,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,32,1,342,1,991,15,1024,519,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
214,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,31,1,340,1,990,14,1024,513,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
215,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,30,1,336,1,986,13,1024,509,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
216,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,30,1,335,1,985,14,1024,511,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
217,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,28,1,331,1,979,13,1024,501,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
218,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,28,1,331,1,979,14,1024,501,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
219,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,28,1,322,1,974,13,1024,486,1024,1023,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
220,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,27,1,320,1,974,12,1024,484,1024,1023,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
221,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,26,1,317,1,971,13,1024,481,1024,1023,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
222,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,4,0,26,1,314,1,965,12,1024,479,1024,1021,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
223,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,0,3,0,25,1,311,1,965,12,1024,477,1024,1021,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,3,0,25,1,308,1,958,12,1024,469,1024,1019,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,3,0,25,1,305,1,959,12,1024,468,1024,1020,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,2,0,23,1,302,1,955,12,1024,458,1024,1017,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,2,0,24,1,300,1,952,12,1024,457,1024,1016,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,22,1,292,1,945,10,1024,449,1024,1013,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,2,0,22,1,290,1,944,11,1024,448,1024,1013,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,22,1,287,1,940,11,1024,443,1024,1013,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,21,1,285,1,937,11,1024,438,1024,1009,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,2,0,21,1,280,1,934,10,1024,435,1024,1009,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,21,1,279,1,930,10,1024,426,1024,1007,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,19,1,275,1,929,10,1024,427,1024,1005,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,19,1,271,1,923,10,1024,423,1024,1005,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,19,1,268,1,920,10,1024,414,1024,1002,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,19,1,266,1,917,10,1024,415,1024,998,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,18,1,263,1,914,10,1024,411,1024,998,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,1,0,18,1,261,1,909,9,1024,404,1024,996,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,17,1,257,1,905,10,1024,404,1024,995,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,18,1,254,1,902,9,1024,393,1024,994,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,16,1,249,1,897,9,1024,391,1024,990,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,16,1,249,1,895,10,1024,391,1024,989,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,15,1,243,1,890,8,1024,385,1024,984,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,16,1,242,1,888,8,1024,384,1024,984,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,16,1,241,1,884,8,1024,376,1024,983,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,15,0,236,1,880,9,1024,370,1024,979,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,15,0,234,1,878,8,1024,366,1024,979,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,15,1,232,1,874,8,1024,371,1024,978,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,15,0,227,1,868,8,1024,361,1024,975,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
